metric,statistic,value,scenario,instance
nf,min,0.0,iaml_super,41146
rammodel,min,0.051488,iaml_super,41146
rampredict,min,6.8000007,iaml_super,41146
ramtrain,min,5.5,iaml_super,41146
timepredict,min,0.07699964,iaml_super,41146
timetrain,min,0.059,iaml_super,41146
auc,max,0.98511434,iaml_super,41146
f1,max,0.9518056,iaml_super,41146
ias,max,1.6624964,iaml_super,41146
logloss,max,1.239521,iaml_super,41146
mec,max,8.706651,iaml_super,41146
mmce,max,0.5971015,iaml_super,41146
nf,max,21.0,iaml_super,41146
rammodel,max,256.01617,iaml_super,41146
rampredict,max,16.7,iaml_super,41146
ramtrain,max,129.6721,iaml_super,41146
timepredict,max,5.433436,iaml_super,41146
timetrain,max,2449.3062,iaml_super,41146
acc,min,0.55317706,rbv2_svm,151
auc,min,0.43161908,rbv2_svm,151
bac,min,0.41011122,rbv2_svm,151
brier,min,0.097303085,rbv2_svm,151
f1,min,0.00018024445,rbv2_svm,151
logloss,min,0.29041803,rbv2_svm,151
memory,min,0.0,rbv2_svm,151
timepredict,min,0.7483452,rbv2_svm,151
timetrain,min,5.996194,rbv2_svm,151
acc,max,0.862412,rbv2_svm,151
auc,max,0.924281,rbv2_svm,151
bac,max,0.8501098,rbv2_svm,151
brier,max,0.34187213,rbv2_svm,151
f1,max,0.8775915,rbv2_svm,151
logloss,max,0.76170814,rbv2_svm,151
memory,max,348.79416,rbv2_svm,151
timepredict,max,21.49392,rbv2_svm,151
timetrain,max,1998.955,rbv2_svm,151
test_balanced_accuracy,min,0.1535953,lcbench,168330
test_cross_entropy,min,1.0835776,lcbench,168330
time,min,1.9454285,lcbench,168330
val_accuracy,min,9.897952,lcbench,168330
val_balanced_accuracy,min,0.15567373,lcbench,168330
val_cross_entropy,min,0.4474334,lcbench,168330
test_balanced_accuracy,max,0.7408626,lcbench,168330
test_cross_entropy,max,1.5211205,lcbench,168330
time,max,10287.145,lcbench,168330
val_accuracy,max,74.45948,lcbench,168330
val_balanced_accuracy,max,0.7416628,lcbench,168330
val_cross_entropy,max,1.5756576,lcbench,168330
auc,min,0.50002646,iaml_glmnet,41146
f1,min,0.00033088744,iaml_glmnet,41146
ias,min,1.0926915e-14,iaml_glmnet,41146
logloss,min,0.24137615,iaml_glmnet,41146
mec,min,0.0039587277,iaml_glmnet,41146
mmce,min,0.082912706,iaml_glmnet,41146
nf,min,0.0,iaml_glmnet,41146
rammodel,min,0.08787132,iaml_glmnet,41146
rampredict,min,12.452402,iaml_glmnet,41146
ramtrain,min,6.9324994,iaml_glmnet,41146
timepredict,min,0.16872361,iaml_glmnet,41146
timetrain,min,0.12200087,iaml_glmnet,41146
auc,max,0.96581554,iaml_glmnet,41146
f1,max,0.92286015,iaml_glmnet,41146
ias,max,0.0009259788,iaml_glmnet,41146
logloss,max,0.8439484,iaml_glmnet,41146
mec,max,1.4668286,iaml_glmnet,41146
mmce,max,0.53466105,iaml_glmnet,41146
nf,max,21.0,iaml_glmnet,41146
rammodel,max,0.1186231,iaml_glmnet,41146
rampredict,max,13.197681,iaml_glmnet,41146
ramtrain,max,17.938078,iaml_glmnet,41146
timepredict,max,0.1826306,iaml_glmnet,41146
timetrain,max,0.35326147,iaml_glmnet,41146
acc,min,0.14502145,rbv2_ranger,40927
auc,min,0.483895,rbv2_ranger,40927
bac,min,0.043908868,rbv2_ranger,40927
brier,min,0.0,rbv2_ranger,40927
f1,min,0.0,rbv2_ranger,40927
logloss,min,-1.5345643e-11,rbv2_ranger,40927
memory,min,0.0,rbv2_ranger,40927
timepredict,min,0.02400092,rbv2_ranger,40927
timetrain,min,0.119,rbv2_ranger,40927
acc,max,1.0,rbv2_ranger,40927
auc,max,1.0,rbv2_ranger,40927
bac,max,1.0,rbv2_ranger,40927
brier,max,0.99139035,rbv2_ranger,40927
f1,max,0.5541986,rbv2_ranger,40927
logloss,max,14.57408,rbv2_ranger,40927
memory,max,21914.072,rbv2_ranger,40927
timepredict,max,130.08081,rbv2_ranger,40927
timetrain,max,2807.7698,rbv2_ranger,40927
acc,min,0.42655638,rbv2_super,40536
auc,min,0.33908036,rbv2_super,40536
bac,min,0.35395423,rbv2_super,40536
brier,min,8.4508355e-14,rbv2_super,40536
f1,min,0.5200725,rbv2_super,40536
logloss,min,1.7617461e-13,rbv2_super,40536
memory,min,0.0015175431,rbv2_super,40536
timepredict,min,0.036688466,rbv2_super,40536
timetrain,min,0.17357865,rbv2_super,40536
acc,max,0.97515774,rbv2_super,40536
auc,max,0.97850585,rbv2_super,40536
bac,max,0.83562857,rbv2_super,40536
brier,max,0.3536715,rbv2_super,40536
f1,max,0.9790989,rbv2_super,40536
logloss,max,7.7407994,rbv2_super,40536
memory,max,1158.8639,rbv2_super,40536
timepredict,max,12.323742,rbv2_super,40536
timetrain,max,1763.5038,rbv2_super,40536
acc,min,0.6837279,rbv2_svm,31
auc,min,0.37485412,rbv2_svm,31
bac,min,0.36361086,rbv2_svm,31
brier,min,0.1489391,rbv2_svm,31
f1,min,0.80205417,rbv2_svm,31
logloss,min,0.45745102,rbv2_svm,31
memory,min,0.43720287,rbv2_svm,31
timepredict,min,0.042527534,rbv2_svm,31
timetrain,min,0.22390445,rbv2_svm,31
acc,max,0.7798915,rbv2_svm,31
auc,max,0.8594238,rbv2_svm,31
bac,max,0.70041853,rbv2_svm,31
brier,max,0.26524642,rbv2_svm,31
f1,max,0.8614038,rbv2_svm,31
logloss,max,0.7943558,rbv2_svm,31
memory,max,365.02237,rbv2_svm,31
timepredict,max,0.6966461,rbv2_svm,31
timetrain,max,335.95956,rbv2_svm,31
acc,min,0.6177015,rbv2_ranger,15
auc,min,0.4045663,rbv2_ranger,15
bac,min,0.4044876,rbv2_ranger,15
brier,min,0.016277552,rbv2_ranger,15
f1,min,0.7693643,rbv2_ranger,15
logloss,min,0.06145074,rbv2_ranger,15
memory,min,53.937035,rbv2_ranger,15
timepredict,min,0.025866834,rbv2_ranger,15
timetrain,min,0.15063524,rbv2_ranger,15
acc,max,0.9940511,rbv2_ranger,15
auc,max,0.99853814,rbv2_ranger,15
bac,max,0.9971621,rbv2_ranger,15
brier,max,0.24026747,rbv2_ranger,15
f1,max,0.9894364,rbv2_ranger,15
logloss,max,0.7136257,rbv2_ranger,15
memory,max,608.2574,rbv2_ranger,15
timepredict,max,0.5707662,rbv2_ranger,15
timetrain,max,43.675613,rbv2_ranger,15
acc,min,0.81786233,rbv2_glmnet,1049
auc,min,0.4612306,rbv2_glmnet,1049
bac,min,0.46225312,rbv2_glmnet,1049
brier,min,0.0585455,rbv2_glmnet,1049
f1,min,0.91453576,rbv2_glmnet,1049
logloss,min,0.18840231,rbv2_glmnet,1049
memory,min,310.39523,rbv2_glmnet,1049
timepredict,min,0.036187287,rbv2_glmnet,1049
timetrain,min,0.58709985,rbv2_glmnet,1049
acc,max,0.9186655,rbv2_glmnet,1049
auc,max,0.95984524,rbv2_glmnet,1049
bac,max,0.7020101,rbv2_glmnet,1049
brier,max,0.13184454,rbv2_glmnet,1049
f1,max,0.95586765,rbv2_glmnet,1049
logloss,max,0.7722158,rbv2_glmnet,1049
memory,max,443.3179,rbv2_glmnet,1049
timepredict,max,0.06914006,rbv2_glmnet,1049
timetrain,max,4.348472,rbv2_glmnet,1049
acc,min,0.88219976,rbv2_svm,38
auc,min,0.19193792,rbv2_svm,38
bac,min,0.37524042,rbv2_svm,38
brier,min,0.014864488,rbv2_svm,38
f1,min,0.9151026,rbv2_svm,38
logloss,min,0.07913823,rbv2_svm,38
memory,min,0.13890709,rbv2_svm,38
timepredict,min,0.041564345,rbv2_svm,38
timetrain,min,0.18022972,rbv2_svm,38
acc,max,0.9803128,rbv2_svm,38
auc,max,0.98926437,rbv2_svm,38
bac,max,0.863614,rbv2_svm,38
brier,max,0.08043717,rbv2_svm,38
f1,max,0.9907507,rbv2_svm,38
logloss,max,0.44087934,rbv2_svm,38
memory,max,424.77344,rbv2_svm,38
timepredict,max,0.6984248,rbv2_svm,38
timetrain,max,668.31494,rbv2_svm,38
acc,min,0.9090215,rbv2_ranger,1487
auc,min,0.29399526,rbv2_ranger,1487
bac,min,0.4008816,rbv2_ranger,1487
brier,min,0.036230996,rbv2_ranger,1487
f1,min,0.9498664,rbv2_ranger,1487
logloss,min,0.1334125,rbv2_ranger,1487
memory,min,101.252,rbv2_ranger,1487
timepredict,min,0.03504128,rbv2_ranger,1487
timetrain,min,0.2776334,rbv2_ranger,1487
acc,max,0.9578491,rbv2_ranger,1487
auc,max,0.93101156,rbv2_ranger,1487
bac,max,0.6706797,rbv2_ranger,1487
brier,max,0.08517625,rbv2_ranger,1487
f1,max,0.9762135,rbv2_ranger,1487
logloss,max,0.38865575,rbv2_ranger,1487
memory,max,616.3564,rbv2_ranger,1487
timepredict,max,1.6837372,rbv2_ranger,1487
timetrain,max,123.03785,rbv2_ranger,1487
acc,min,0.02296558,rbv2_svm,1468
auc,min,0.38821515,rbv2_svm,1468
bac,min,0.005851072,rbv2_svm,1468
brier,min,0.07959328,rbv2_svm,1468
f1,min,0.0,rbv2_svm,1468
logloss,min,0.15987015,rbv2_svm,1468
memory,min,407.53268,rbv2_svm,1468
timepredict,min,0.078425504,rbv2_svm,1468
timetrain,min,0.5399352,rbv2_svm,1468
acc,max,0.9613905,rbv2_svm,1468
auc,max,0.997164,rbv2_svm,1468
bac,max,0.96883214,rbv2_svm,1468
brier,max,1.0475134,rbv2_svm,1468
f1,max,0.00517869,rbv2_svm,1468
logloss,max,2.6905947,rbv2_svm,1468
memory,max,595.14484,rbv2_svm,1468
timepredict,max,0.8964296,rbv2_svm,1468
timetrain,max,23.875095,rbv2_svm,1468
acc,min,0.08830361,rbv2_ranger,1501
auc,min,0.38974053,rbv2_ranger,1501
bac,min,0.0567938,rbv2_ranger,1501
brier,min,0.19161716,rbv2_ranger,1501
f1,min,2.0861626e-07,rbv2_ranger,1501
logloss,min,0.45020923,rbv2_ranger,1501
memory,min,0.16594948,rbv2_ranger,1501
timepredict,min,0.03467298,rbv2_ranger,1501
timetrain,min,0.32234332,rbv2_ranger,1501
acc,max,0.9604349,rbv2_ranger,1501
auc,max,0.99624956,rbv2_ranger,1501
bac,max,0.9605632,rbv2_ranger,1501
brier,max,0.92012286,rbv2_ranger,1501
f1,max,0.0026507974,rbv2_ranger,1501
logloss,max,4.341764,rbv2_ranger,1501
memory,max,1335.6298,rbv2_ranger,1501
timepredict,max,2.3959093,rbv2_ranger,1501
timetrain,max,474.07816,rbv2_ranger,1501
acc,min,0.2808959,rbv2_svm,4538
auc,min,0.47493678,rbv2_svm,4538
bac,min,0.12082744,rbv2_svm,4538
brier,min,0.53107876,rbv2_svm,4538
f1,min,2.9802322e-07,rbv2_svm,4538
logloss,min,0.9407562,rbv2_svm,4538
memory,min,0.0,rbv2_svm,4538
timepredict,min,0.2050386,rbv2_svm,4538
timetrain,min,1.6721838,rbv2_svm,4538
acc,max,0.5864334,rbv2_svm,4538
auc,max,0.8556488,rbv2_svm,4538
bac,max,0.5306707,rbv2_svm,4538
brier,max,0.92956716,rbv2_svm,4538
f1,max,0.010253966,rbv2_svm,4538
logloss,max,1.7507753,rbv2_svm,4538
memory,max,405.19437,rbv2_svm,4538
timepredict,max,5.869877,rbv2_svm,4538
timetrain,max,1915.6644,rbv2_svm,4538
acc,min,0.46413115,rbv2_ranger,41168
auc,min,0.65515715,rbv2_ranger,41168
bac,min,0.2695332,rbv2_ranger,41168
brier,min,0.1929974,rbv2_ranger,41168
f1,min,4.7385693e-06,rbv2_ranger,41168
logloss,min,0.2881423,rbv2_ranger,41168
memory,min,0.0,rbv2_ranger,41168
timepredict,min,0.079187036,rbv2_ranger,41168
timetrain,min,1.332934,rbv2_ranger,41168
acc,max,0.80138516,rbv2_ranger,41168
auc,max,0.96171993,rbv2_ranger,41168
bac,max,0.6796489,rbv2_ranger,41168
brier,max,0.58743715,rbv2_ranger,41168
f1,max,0.04027602,rbv2_ranger,41168
logloss,max,2.9149475,rbv2_ranger,41168
memory,max,17071.057,rbv2_ranger,41168
timepredict,max,109.88939,rbv2_ranger,41168
timetrain,max,2604.1875,rbv2_ranger,41168
acc,min,0.2325166,rbv2_rpart,40982
auc,min,0.43364653,rbv2_rpart,40982
bac,min,0.14046523,rbv2_rpart,40982
brier,min,0.37117586,rbv2_rpart,40982
f1,min,0.0,rbv2_rpart,40982
logloss,min,0.8865509,rbv2_rpart,40982
memory,min,221.22067,rbv2_rpart,40982
timepredict,min,0.02704433,rbv2_rpart,40982
timetrain,min,0.2378879,rbv2_rpart,40982
acc,max,0.79104704,rbv2_rpart,40982
auc,max,0.95022553,rbv2_rpart,40982
bac,max,0.749134,rbv2_rpart,40982
brier,max,0.88332546,rbv2_rpart,40982
f1,max,0.00026023388,rbv2_rpart,40982
logloss,max,11.596391,rbv2_rpart,40982
memory,max,490.67102,rbv2_rpart,40982
timepredict,max,0.12327111,rbv2_rpart,40982
timetrain,max,1.4298193,rbv2_rpart,40982
acc,min,0.12857966,rbv2_glmnet,469
auc,min,0.4164877,rbv2_glmnet,469
bac,min,0.12045789,rbv2_glmnet,469
brier,min,0.8138794,rbv2_glmnet,469
f1,min,0.0,rbv2_glmnet,469
logloss,min,1.6734331,rbv2_glmnet,469
memory,min,277.35043,rbv2_glmnet,469
timepredict,min,0.043459993,rbv2_glmnet,469
timetrain,min,0.6429076,rbv2_glmnet,469
acc,max,0.23807144,rbv2_glmnet,469
auc,max,0.63227236,rbv2_glmnet,469
bac,max,0.24793127,rbv2_glmnet,469
brier,max,1.4687328,rbv2_glmnet,469
f1,max,6.645918e-06,rbv2_glmnet,469
logloss,max,9.2182865,rbv2_glmnet,469
memory,max,381.99194,rbv2_glmnet,469
timepredict,max,0.12443168,rbv2_glmnet,469
timetrain,max,6.392138,rbv2_glmnet,469
acc,min,0.2435689,rbv2_aknn,554
auc,min,0.50301576,rbv2_aknn,554
bac,min,0.19056079,rbv2_aknn,554
brier,min,0.030686345,rbv2_aknn,554
f1,min,0.0,rbv2_aknn,554
logloss,min,0.002022782,rbv2_aknn,554
memory,min,0.0,rbv2_aknn,554
timepredict,min,0.054563563,rbv2_aknn,554
timetrain,min,0.12748343,rbv2_aknn,554
acc,max,0.9929165,rbv2_aknn,554
auc,max,0.9996281,rbv2_aknn,554
bac,max,0.9867202,rbv2_aknn,554
brier,max,0.93456024,rbv2_aknn,554
f1,max,0.09725565,rbv2_aknn,554
logloss,max,25.210548,rbv2_aknn,554
memory,max,6042.2554,rbv2_aknn,554
timepredict,max,153.0446,rbv2_aknn,554
timetrain,max,1196.3638,rbv2_aknn,554
acc,min,0.705772,rbv2_aknn,38
auc,min,0.35162875,rbv2_aknn,38
bac,min,0.46485162,rbv2_aknn,38
brier,min,0.040580306,rbv2_aknn,38
f1,min,0.87711453,rbv2_aknn,38
logloss,min,0.112671256,rbv2_aknn,38
memory,min,24.745928,rbv2_aknn,38
timepredict,min,0.08166169,rbv2_aknn,38
timetrain,min,0.42747873,rbv2_aknn,38
acc,max,0.9618172,rbv2_aknn,38
auc,max,0.8987053,rbv2_aknn,38
bac,max,0.7479732,rbv2_aknn,38
brier,max,0.1749361,rbv2_aknn,38
f1,max,0.98367786,rbv2_aknn,38
logloss,max,14.275006,rbv2_aknn,38
memory,max,638.6512,rbv2_aknn,38
timepredict,max,1.8808752,rbv2_aknn,38
timetrain,max,9.720602,rbv2_aknn,38
acc,min,0.38801157,rbv2_aknn,1480
auc,min,0.40236157,rbv2_aknn,1480
bac,min,0.4486428,rbv2_aknn,1480
brier,min,0.14645785,rbv2_aknn,1480
f1,min,0.11836153,rbv2_aknn,1480
logloss,min,0.25757867,rbv2_aknn,1480
memory,min,112.4921,rbv2_aknn,1480
timepredict,min,0.04937278,rbv2_aknn,1480
timetrain,min,0.22464815,rbv2_aknn,1480
acc,max,0.8316185,rbv2_aknn,1480
auc,max,0.80840176,rbv2_aknn,1480
bac,max,0.6802978,rbv2_aknn,1480
brier,max,0.5848419,rbv2_aknn,1480
f1,max,0.88218373,rbv2_aknn,1480
logloss,max,20.255198,rbv2_aknn,1480
memory,max,411.44205,rbv2_aknn,1480
timepredict,max,0.73422974,rbv2_aknn,1480
timetrain,max,7.3899603,rbv2_aknn,1480
acc,min,0.9059803,rbv2_glmnet,1040
auc,min,0.45030737,rbv2_glmnet,1040
bac,min,0.4418976,rbv2_glmnet,1040
brier,min,0.0043556057,rbv2_glmnet,1040
f1,min,0.96193045,rbv2_glmnet,1040
logloss,min,0.023594309,rbv2_glmnet,1040
memory,min,412.31708,rbv2_glmnet,1040
timepredict,min,0.066384636,rbv2_glmnet,1040
timetrain,min,1.1166532,rbv2_glmnet,1040
acc,max,0.9959627,rbv2_glmnet,1040
auc,max,0.9993441,rbv2_glmnet,1040
bac,max,0.96202636,rbv2_glmnet,1040
brier,max,0.06428756,rbv2_glmnet,1040
f1,max,0.99775565,rbv2_glmnet,1040
logloss,max,0.28655893,rbv2_glmnet,1040
memory,max,867.7882,rbv2_glmnet,1040
timepredict,max,0.34104708,rbv2_glmnet,1040
timetrain,max,14.095052,rbv2_glmnet,1040
acc,min,0.3594302,rbv2_rpart,1497
auc,min,0.46820986,rbv2_rpart,1497
bac,min,0.24586956,rbv2_rpart,1497
brier,min,0.016246825,rbv2_rpart,1497
f1,min,0.0,rbv2_rpart,1497
logloss,min,0.11942512,rbv2_rpart,1497
memory,min,255.91008,rbv2_rpart,1497
timepredict,min,0.025901496,rbv2_rpart,1497
timetrain,min,0.21249066,rbv2_rpart,1497
acc,max,0.97982997,rbv2_rpart,1497
auc,max,0.99476284,rbv2_rpart,1497
bac,max,0.9541157,rbv2_rpart,1497
brier,max,0.7526084,rbv2_rpart,1497
f1,max,8.016825e-05,rbv2_rpart,1497
logloss,max,1.7238567,rbv2_rpart,1497
memory,max,573.18,rbv2_rpart,1497
timepredict,max,0.19874826,rbv2_rpart,1497
timetrain,max,1.7395205,rbv2_rpart,1497
acc,min,0.34821558,rbv2_xgboost,15
auc,min,0.2156938,rbv2_xgboost,15
bac,min,0.46358013,rbv2_xgboost,15
brier,min,0.0097310925,rbv2_xgboost,15
f1,min,0.31743306,rbv2_xgboost,15
logloss,min,0.057710864,rbv2_xgboost,15
memory,min,0.22769484,rbv2_xgboost,15
timepredict,min,0.038694743,rbv2_xgboost,15
timetrain,min,0.25988972,rbv2_xgboost,15
acc,max,0.994281,rbv2_xgboost,15
auc,max,0.99698144,rbv2_xgboost,15
bac,max,0.98579997,rbv2_xgboost,15
brier,max,0.4679804,rbv2_xgboost,15
f1,max,0.991608,rbv2_xgboost,15
logloss,max,11.370235,rbv2_xgboost,15
memory,max,437.70822,rbv2_xgboost,15
timepredict,max,2.2470436,rbv2_xgboost,15
timetrain,max,503.94217,rbv2_xgboost,15
acc,min,0.115333274,rbv2_super,458
auc,min,0.25431523,rbv2_super,458
bac,min,0.091870494,rbv2_super,458
brier,min,2.481798e-10,rbv2_super,458
f1,min,0.0,rbv2_super,458
logloss,min,5.818429e-10,rbv2_super,458
memory,min,0.072843365,rbv2_super,458
timepredict,min,0.022489052,rbv2_super,458
timetrain,min,0.1013188,rbv2_super,458
acc,max,0.99668294,rbv2_super,458
auc,max,1.0,rbv2_super,458
bac,max,0.99883467,rbv2_super,458
brier,max,1.1483485,rbv2_super,458
f1,max,0.0925141,rbv2_super,458
logloss,max,28.824207,rbv2_super,458
memory,max,578.6711,rbv2_super,458
timepredict,max,2.7096524,rbv2_super,458
timetrain,max,1227.2399,rbv2_super,458
acc,min,0.35364506,rbv2_svm,11
auc,min,0.36457404,rbv2_svm,11
bac,min,0.14523678,rbv2_svm,11
brier,min,0.009455212,rbv2_svm,11
f1,min,0.0,rbv2_svm,11
logloss,min,0.04824016,rbv2_svm,11
memory,min,51.604774,rbv2_svm,11
timepredict,min,0.027004085,rbv2_svm,11
timetrain,min,0.15206963,rbv2_svm,11
acc,max,0.9933989,rbv2_svm,11
auc,max,0.9986867,rbv2_svm,11
bac,max,0.96767974,rbv2_svm,11
brier,max,0.7117539,rbv2_svm,11
f1,max,0.006575316,rbv2_svm,11
logloss,max,1.2176117,rbv2_svm,11
memory,max,373.73126,rbv2_svm,11
timepredict,max,0.3825634,rbv2_svm,11
timetrain,max,104.45166,rbv2_svm,11
acc,min,0.11492264,rbv2_xgboost,188
auc,min,0.2986586,rbv2_xgboost,188
bac,min,0.17939083,rbv2_xgboost,188
brier,min,0.3175647,rbv2_xgboost,188
f1,min,1.7881295e-07,rbv2_xgboost,188
logloss,min,0.6671679,rbv2_xgboost,188
memory,min,0.0,rbv2_xgboost,188
timepredict,min,0.04351215,rbv2_xgboost,188
timetrain,min,0.31001195,rbv2_xgboost,188
acc,max,0.8112733,rbv2_xgboost,188
auc,max,0.91632056,rbv2_xgboost,188
bac,max,0.7146665,rbv2_xgboost,188
brier,max,1.0603443,rbv2_xgboost,188
f1,max,0.006508864,rbv2_xgboost,188
logloss,max,22.813704,rbv2_xgboost,188
memory,max,489.92325,rbv2_xgboost,188
timepredict,max,2.41843,rbv2_xgboost,188
timetrain,max,1791.8715,rbv2_xgboost,188
acc,min,0.38049513,rbv2_super,40668
auc,min,0.39723876,rbv2_super,40668
bac,min,0.11903949,rbv2_super,40668
brier,min,0.029995665,rbv2_super,40668
f1,min,0.0,rbv2_super,40668
logloss,min,0.007644901,rbv2_super,40668
memory,min,-2.5462837e-08,rbv2_super,40668
timepredict,min,0.044837423,rbv2_super,40668
timetrain,min,0.2079021,rbv2_super,40668
acc,max,0.9177269,rbv2_super,40668
auc,max,0.9943398,rbv2_super,40668
bac,max,0.8454806,rbv2_super,40668
brier,max,0.9146164,rbv2_super,40668
f1,max,0.06157708,rbv2_super,40668
logloss,max,11.280039,rbv2_super,40668
memory,max,2978.7063,rbv2_super,40668
timepredict,max,82.577354,rbv2_super,40668
timetrain,max,2527.9885,rbv2_super,40668
auc,min,0.5,iaml_ranger,1067
f1,min,0.7619181,iaml_ranger,1067
ias,min,-3.2526065e-19,iaml_ranger,1067
logloss,min,0.16644844,iaml_ranger,1067
mec,min,-3.2526065e-19,iaml_ranger,1067
mmce,min,0.10701343,iaml_ranger,1067
nf,min,0.0,iaml_ranger,1067
rammodel,min,0.061247114,iaml_ranger,1067
rampredict,min,7.939053,iaml_ranger,1067
ramtrain,min,5.5008655,iaml_ranger,1067
timepredict,min,0.11375997,iaml_ranger,1067
timetrain,min,0.059,iaml_ranger,1067
auc,max,0.84510183,iaml_ranger,1067
f1,max,0.9461342,iaml_ranger,1067
ias,max,46.71506,iaml_ranger,1067
logloss,max,8.687007,iaml_ranger,1067
mec,max,5.7877464,iaml_ranger,1067
mmce,max,0.22019279,iaml_ranger,1067
nf,max,21.0,iaml_ranger,1067
rammodel,max,70.040726,iaml_ranger,1067
rampredict,max,8.776939,iaml_ranger,1067
ramtrain,max,50.66206,iaml_ranger,1067
timepredict,max,1.7053007,iaml_ranger,1067
timetrain,max,68.94534,iaml_ranger,1067
acc,min,9.464638e-07,rbv2_rpart,1493
auc,min,0.30411783,rbv2_rpart,1493
bac,min,1.3585442e-06,rbv2_rpart,1493
brier,min,0.78715783,rbv2_rpart,1493
f1,min,0.0,rbv2_rpart,1493
logloss,min,3.6231282,rbv2_rpart,1493
memory,min,100.506676,rbv2_rpart,1493
timepredict,min,0.06356391,rbv2_rpart,1493
timetrain,min,0.61200446,rbv2_rpart,1493
acc,max,0.58707523,rbv2_rpart,1493
auc,max,0.986423,rbv2_rpart,1493
bac,max,0.6477269,rbv2_rpart,1493
brier,max,1.1475405,rbv2_rpart,1493
f1,max,0.008737087,rbv2_rpart,1493
logloss,max,23.686531,rbv2_rpart,1493
memory,max,943.2955,rbv2_rpart,1493
timepredict,max,1.1186197,rbv2_rpart,1493
timetrain,max,13.50194,rbv2_rpart,1493
acc,min,0.7276288,rbv2_svm,1464
auc,min,0.36912844,rbv2_svm,1464
bac,min,0.37579334,rbv2_svm,1464
brier,min,0.13498455,rbv2_svm,1464
f1,min,0.8295721,rbv2_svm,1464
logloss,min,0.4252694,rbv2_svm,1464
memory,min,0.896988,rbv2_svm,1464
timepredict,min,0.045800254,rbv2_svm,1464
timetrain,min,0.19701952,rbv2_svm,1464
acc,max,0.81555974,rbv2_svm,1464
auc,max,0.8043153,rbv2_svm,1464
bac,max,0.64309335,rbv2_svm,1464
brier,max,0.21638896,rbv2_svm,1464
f1,max,0.8852969,rbv2_svm,1464
logloss,max,0.804186,rbv2_svm,1464
memory,max,342.7589,rbv2_svm,1464
timepredict,max,0.93663377,rbv2_svm,1464
timetrain,max,292.49185,rbv2_svm,1464
acc,min,0.3198967,rbv2_super,41142
auc,min,0.19809756,rbv2_super,41142
bac,min,0.25915188,rbv2_super,41142
brier,min,0.08396046,rbv2_super,41142
f1,min,0.11247662,rbv2_super,41142
logloss,min,0.2588844,rbv2_super,41142
memory,min,-2.5462837e-08,rbv2_super,41142
timepredict,min,0.12450492,rbv2_super,41142
timetrain,min,0.63115364,rbv2_super,41142
acc,max,0.89636856,rbv2_super,41142
auc,max,0.98860604,rbv2_super,41142
bac,max,0.86728865,rbv2_super,41142
brier,max,0.46061698,rbv2_super,41142
f1,max,0.89003193,rbv2_super,41142
logloss,max,12.578393,rbv2_super,41142
memory,max,1709.0764,rbv2_super,41142
timepredict,max,27.073154,rbv2_super,41142
timetrain,max,1852.9203,rbv2_super,41142
acc,min,0.34848002,rbv2_xgboost,3
auc,min,0.32474414,rbv2_xgboost,3
bac,min,0.4685547,rbv2_xgboost,3
brier,min,0.0042028977,rbv2_xgboost,3
f1,min,0.24379076,rbv2_xgboost,3
logloss,min,0.04621653,rbv2_xgboost,3
memory,min,0.0,rbv2_xgboost,3
timepredict,min,0.06038054,rbv2_xgboost,3
timetrain,min,0.40495646,rbv2_xgboost,3
acc,max,0.9955202,rbv2_xgboost,3
auc,max,0.9972952,rbv2_xgboost,3
bac,max,0.99240285,rbv2_xgboost,3
brier,max,0.37275013,rbv2_xgboost,3
f1,max,0.99260753,rbv2_xgboost,3
logloss,max,4.589985,rbv2_xgboost,3
memory,max,502.67184,rbv2_xgboost,3
timepredict,max,6.7230215,rbv2_xgboost,3
timetrain,max,1661.4512,rbv2_xgboost,3
acc,min,0.041372824,rbv2_rpart,40927
auc,min,0.28496084,rbv2_rpart,40927
bac,min,0.045876496,rbv2_rpart,40927
brier,min,0.5521703,rbv2_rpart,40927
f1,min,0.0,rbv2_rpart,40927
logloss,min,1.6388427,rbv2_rpart,40927
memory,min,0.0,rbv2_rpart,40927
timepredict,min,2.0842855,rbv2_rpart,40927
timetrain,min,9.8728075,rbv2_rpart,40927
acc,max,0.45957354,rbv2_rpart,40927
auc,max,0.8700903,rbv2_rpart,40927
bac,max,0.50011706,rbv2_rpart,40927
brier,max,1.0926374,rbv2_rpart,40927
f1,max,0.010034859,rbv2_rpart,40927
logloss,max,4.933552,rbv2_rpart,40927
memory,max,14965.72,rbv2_rpart,40927
timepredict,max,23.766851,rbv2_rpart,40927
timetrain,max,236.79744,rbv2_rpart,40927
acc,min,0.15518102,rbv2_rpart,41164
auc,min,0.4305362,rbv2_rpart,41164
bac,min,0.12060985,rbv2_rpart,41164
brier,min,0.6609798,rbv2_rpart,41164
f1,min,0.0,rbv2_rpart,41164
logloss,min,1.469357,rbv2_rpart,41164
memory,min,690.2714,rbv2_rpart,41164
timepredict,min,0.19142473,rbv2_rpart,41164
timetrain,min,1.32449,rbv2_rpart,41164
acc,max,0.40940705,rbv2_rpart,41164
auc,max,0.7651722,rbv2_rpart,41164
bac,max,0.33499703,rbv2_rpart,41164
brier,max,0.94682795,rbv2_rpart,41164
f1,max,4.515052e-05,rbv2_rpart,41164
logloss,max,3.4345298,rbv2_rpart,41164
memory,max,1277.2666,rbv2_rpart,41164
