metric,statistic,value,scenario,instance
timepredict,max,1.3799741,rbv2_rpart,41164
timetrain,max,7.023243,rbv2_rpart,41164
acc,min,0.0025936551,rbv2_super,40979
auc,min,0.08796782,rbv2_super,40979
bac,min,0.021031292,rbv2_super,40979
brier,min,0.016316606,rbv2_super,40979
f1,min,0.0,rbv2_super,40979
logloss,min,0.053263262,rbv2_super,40979
memory,min,-2.5462837e-08,rbv2_super,40979
timepredict,min,0.029123824,rbv2_super,40979
timetrain,min,0.10556938,rbv2_super,40979
acc,max,0.98895687,rbv2_super,40979
auc,max,0.9999943,rbv2_super,40979
bac,max,0.9966523,rbv2_super,40979
brier,max,1.3496518,rbv2_super,40979
f1,max,0.055113226,rbv2_super,40979
logloss,max,17.075628,rbv2_super,40979
memory,max,864.3123,rbv2_super,40979
timepredict,max,3.8972385,rbv2_super,40979
timetrain,max,2076.8906,rbv2_super,40979
acc,min,0.00383861,rbv2_super,14
auc,min,0.0421696,rbv2_super,14
bac,min,0.019085785,rbv2_super,14
brier,min,0.10668741,rbv2_super,14
f1,min,0.0,rbv2_super,14
logloss,min,0.24730784,rbv2_super,14
memory,min,0.0015175431,rbv2_super,14
timepredict,min,0.029035863,rbv2_super,14
timetrain,min,0.10896984,rbv2_super,14
acc,max,0.92276084,rbv2_super,14
auc,max,0.99986076,rbv2_super,14
bac,max,0.98255205,rbv2_super,14
brier,max,1.4276524,rbv2_super,14
f1,max,0.0138322115,rbv2_super,14
logloss,max,27.802837,rbv2_super,14
memory,max,1092.12,rbv2_super,14
timepredict,max,3.6179373,rbv2_super,14
timetrain,max,2049.9673,rbv2_super,14
acc,min,0.8000465,rbv2_aknn,1111
auc,min,0.18720546,rbv2_aknn,1111
bac,min,0.4055116,rbv2_aknn,1111
brier,min,0.009785951,rbv2_aknn,1111
f1,min,0.84070504,rbv2_aknn,1111
logloss,min,0.057179663,rbv2_aknn,1111
memory,min,0.0,rbv2_aknn,1111
timepredict,min,0.88892895,rbv2_aknn,1111
timetrain,min,1.5531745,rbv2_aknn,1111
acc,max,0.9869914,rbv2_aknn,1111
auc,max,0.8728196,rbv2_aknn,1111
bac,max,0.6489388,rbv2_aknn,1111
brier,max,0.14044121,rbv2_aknn,1111
f1,max,0.99598336,rbv2_aknn,1111
logloss,max,11.061863,rbv2_aknn,1111
memory,max,3171.115,rbv2_aknn,1111
timepredict,max,86.21753,rbv2_aknn,1111
timetrain,max,989.9508,rbv2_aknn,1111
acc,min,0.13772632,rbv2_glmnet,41216
auc,min,0.4751624,rbv2_glmnet,41216
bac,min,0.06841487,rbv2_glmnet,41216
brier,min,0.8148512,rbv2_glmnet,41216
f1,min,0.0,rbv2_glmnet,41216
logloss,min,1.9406574,rbv2_glmnet,41216
memory,min,216.8122,rbv2_glmnet,41216
timepredict,min,0.0970635,rbv2_glmnet,41216
timetrain,min,3.288332,rbv2_glmnet,41216
acc,max,0.31802598,rbv2_glmnet,41216
auc,max,0.7167482,rbv2_glmnet,41216
bac,max,0.21311787,rbv2_glmnet,41216
brier,max,1.2569778,rbv2_glmnet,41216
f1,max,5.1766634e-05,rbv2_glmnet,41216
logloss,max,5.92615,rbv2_glmnet,41216
memory,max,445.1618,rbv2_glmnet,41216
timepredict,max,0.59015757,rbv2_glmnet,41216
timetrain,max,38.26449,rbv2_glmnet,41216
acc,min,2.9121863e-09,rbv2_super,40496
auc,min,0.19152176,rbv2_super,40496
bac,min,0.011106789,rbv2_super,40496
brier,min,0.13128059,rbv2_super,40496
f1,min,0.0,rbv2_super,40496
logloss,min,0.24471956,rbv2_super,40496
memory,min,0.18666159,rbv2_super,40496
timepredict,min,0.026874535,rbv2_super,40496
timetrain,min,0.109819956,rbv2_super,40496
acc,max,0.89140713,rbv2_super,40496
auc,max,0.9993555,rbv2_super,40496
bac,max,0.9734216,rbv2_super,40496
brier,max,1.2627207,rbv2_super,40496
f1,max,0.009546638,rbv2_super,40496
logloss,max,24.28918,rbv2_super,40496
memory,max,627.4633,rbv2_super,40496
timepredict,max,3.620532,rbv2_super,40496
timetrain,max,1544.4194,rbv2_super,40496
acc,min,0.1823092,rbv2_xgboost,41157
auc,min,0.118631534,rbv2_xgboost,41157
bac,min,0.44240788,rbv2_xgboost,41157
brier,min,0.014166381,rbv2_xgboost,41157
f1,min,0.13627759,rbv2_xgboost,41157
logloss,min,0.12469665,rbv2_xgboost,41157
memory,min,0.0058483263,rbv2_xgboost,41157
timepredict,min,1.115259,rbv2_xgboost,41157
timetrain,min,0.5622888,rbv2_xgboost,41157
acc,max,0.9790846,rbv2_xgboost,41157
auc,max,0.97961694,rbv2_xgboost,41157
bac,max,0.9740165,rbv2_xgboost,41157
brier,max,0.8024719,rbv2_xgboost,41157
f1,max,0.9718752,rbv2_xgboost,41157
logloss,max,17.761112,rbv2_xgboost,41157
memory,max,697.5833,rbv2_xgboost,41157
timepredict,max,8.14309,rbv2_xgboost,41157
timetrain,max,184.01442,rbv2_xgboost,41157
acc,min,0.7522109,rbv2_ranger,1220
auc,min,0.47276133,rbv2_ranger,1220
bac,min,0.35657322,rbv2_ranger,1220
brier,min,0.11147844,rbv2_ranger,1220
f1,min,0.79172647,rbv2_ranger,1220
logloss,min,0.36321154,rbv2_ranger,1220
memory,min,0.04079591,rbv2_ranger,1220
timepredict,min,0.058221556,rbv2_ranger,1220
timetrain,min,0.24197516,rbv2_ranger,1220
acc,max,0.86366796,rbv2_ranger,1220
auc,max,0.89117765,rbv2_ranger,1220
bac,max,0.7705354,rbv2_ranger,1220
brier,max,0.19753647,rbv2_ranger,1220
f1,max,0.9327829,rbv2_ranger,1220
logloss,max,1.2436887,rbv2_ranger,1220
memory,max,5373.736,rbv2_ranger,1220
timepredict,max,40.870476,rbv2_ranger,1220
timetrain,max,788.32904,rbv2_ranger,1220
acc,min,0.036113903,rbv2_glmnet,6
auc,min,0.4629025,rbv2_glmnet,6
bac,min,0.028985368,rbv2_glmnet,6
brier,min,0.35096017,rbv2_glmnet,6
f1,min,0.0,rbv2_glmnet,6
logloss,min,0.83543,rbv2_glmnet,6
memory,min,134.84033,rbv2_glmnet,6
timepredict,min,0.14549765,rbv2_glmnet,6
timetrain,min,4.257664,rbv2_glmnet,6
acc,max,0.8261531,rbv2_glmnet,6
auc,max,0.9822288,rbv2_glmnet,6
bac,max,0.850856,rbv2_glmnet,6
brier,max,0.9822226,rbv2_glmnet,6
f1,max,1.4483929e-05,rbv2_glmnet,6
logloss,max,3.486612,rbv2_glmnet,6
memory,max,479.0599,rbv2_glmnet,6
timepredict,max,0.6622014,rbv2_glmnet,6
timetrain,max,71.601616,rbv2_glmnet,6
acc,min,0.9215191,rbv2_glmnet,40983
auc,min,0.4506081,rbv2_glmnet,40983
bac,min,0.44219017,rbv2_glmnet,40983
brier,min,0.032910004,rbv2_glmnet,40983
f1,min,0.9674071,rbv2_glmnet,40983
logloss,min,0.10125487,rbv2_glmnet,40983
memory,min,324.79626,rbv2_glmnet,40983
timepredict,min,0.036538865,rbv2_glmnet,40983
timetrain,min,0.8968673,rbv2_glmnet,40983
acc,max,0.95506793,rbv2_glmnet,40983
auc,max,0.94850534,rbv2_glmnet,40983
bac,max,0.6336172,rbv2_glmnet,40983
brier,max,0.05697358,rbv2_glmnet,40983
f1,max,0.9793149,rbv2_glmnet,40983
logloss,max,0.2511136,rbv2_glmnet,40983
memory,max,550.26355,rbv2_glmnet,40983
timepredict,max,0.08076216,rbv2_glmnet,40983
timetrain,max,4.8706536,rbv2_glmnet,40983
acc,min,0.027225599,rbv2_aknn,1068
auc,min,0.3022823,rbv2_aknn,1068
bac,min,0.42969483,rbv2_aknn,1068
brier,min,0.04369692,rbv2_aknn,1068
f1,min,5.662441e-07,rbv2_aknn,1068
logloss,min,0.14644374,rbv2_aknn,1068
memory,min,38.754097,rbv2_aknn,1068
timepredict,min,0.034127474,rbv2_aknn,1068
timetrain,min,0.12908097,rbv2_aknn,1068
acc,max,0.9724274,rbv2_aknn,1068
auc,max,0.8132207,rbv2_aknn,1068
bac,max,0.74615407,rbv2_aknn,1068
brier,max,1.1295606,rbv2_aknn,1068
f1,max,0.9906812,rbv2_aknn,1068
logloss,max,30.318857,rbv2_aknn,1068
memory,max,480.81375,rbv2_aknn,1068
timepredict,max,0.7904456,rbv2_aknn,1068
timetrain,max,5.9692335,rbv2_aknn,1068
acc,min,0.14803015,rbv2_glmnet,377
auc,min,0.4638871,rbv2_glmnet,377
bac,min,0.14453292,rbv2_glmnet,377
brier,min,0.018988557,rbv2_glmnet,377
f1,min,0.0,rbv2_glmnet,377
logloss,min,0.04465316,rbv2_glmnet,377
memory,min,264.38458,rbv2_glmnet,377
timepredict,min,0.06788086,rbv2_glmnet,377
timetrain,min,0.89666057,rbv2_glmnet,377
acc,max,0.995205,rbv2_glmnet,377
auc,max,0.9995748,rbv2_glmnet,377
bac,max,0.98593587,rbv2_glmnet,377
brier,max,0.85199034,rbv2_glmnet,377
f1,max,8.6426735e-06,rbv2_glmnet,377
logloss,max,1.9153467,rbv2_glmnet,377
memory,max,425.02936,rbv2_glmnet,377
timepredict,max,0.13897026,rbv2_glmnet,377
timetrain,max,6.4657903,rbv2_glmnet,377
acc,min,0.00070991163,rbv2_super,300
auc,min,0.122344084,rbv2_super,300
bac,min,0.0023533953,rbv2_super,300
brier,min,0.018647337,rbv2_super,300
f1,min,0.0,rbv2_super,300
logloss,min,0.06561097,rbv2_super,300
memory,min,-2.5462837e-08,rbv2_super,300
timepredict,min,0.056837812,rbv2_super,300
timetrain,min,0.3759063,rbv2_super,300
acc,max,0.9886457,rbv2_super,300
auc,max,0.9999962,rbv2_super,300
bac,max,0.99800324,rbv2_super,300
brier,max,1.4833065,rbv2_super,300
f1,max,0.057985127,rbv2_super,300
logloss,max,12.084991,rbv2_super,300
memory,max,1995.3588,rbv2_super,300
timepredict,max,29.501926,rbv2_super,300
timetrain,max,2935.8542,rbv2_super,300
acc,min,0.7712272,rbv2_ranger,40536
auc,min,0.41805878,rbv2_ranger,40536
bac,min,0.39458144,rbv2_ranger,40536
brier,min,0.009581418,rbv2_ranger,40536
f1,min,0.8637742,rbv2_ranger,40536
logloss,min,0.04294243,rbv2_ranger,40536
memory,min,0.0,rbv2_ranger,40536
timepredict,min,0.029795157,rbv2_ranger,40536
timetrain,min,0.24087799,rbv2_ranger,40536
acc,max,0.9527718,rbv2_ranger,40536
auc,max,0.98014027,rbv2_ranger,40536
bac,max,0.8644726,rbv2_ranger,40536
brier,max,0.16723816,rbv2_ranger,40536
f1,max,0.93860614,rbv2_ranger,40536
logloss,max,1.0958524,rbv2_ranger,40536
memory,max,1459.2332,rbv2_ranger,40536
timepredict,max,12.166286,rbv2_ranger,40536
timetrain,max,2311.8132,rbv2_ranger,40536
acc,min,0.36658084,rbv2_aknn,41146
auc,min,0.32321534,rbv2_aknn,41146
bac,min,0.40706542,rbv2_aknn,41146
brier,min,0.1464336,rbv2_aknn,41146
f1,min,0.0030702353,rbv2_aknn,41146
logloss,min,0.3559406,rbv2_aknn,41146
memory,min,204.58798,rbv2_aknn,41146
timepredict,min,0.06896114,rbv2_aknn,41146
timetrain,min,0.22230887,rbv2_aknn,41146
acc,max,0.8314155,rbv2_aknn,41146
auc,max,0.8903842,rbv2_aknn,41146
bac,max,0.8049017,rbv2_aknn,41146
brier,max,0.55069876,rbv2_aknn,41146
f1,max,0.79259694,rbv2_aknn,41146
logloss,max,22.887053,rbv2_aknn,41146
memory,max,649.58154,rbv2_aknn,41146
timepredict,max,1.7380639,rbv2_aknn,41146
timetrain,max,6.2369924,rbv2_aknn,41146
acc,min,0.06517828,rbv2_rpart,41165
auc,min,0.4616971,rbv2_rpart,41165
bac,min,0.07094941,rbv2_rpart,41165
brier,min,0.6995667,rbv2_rpart,41165
f1,min,0.0,rbv2_rpart,41165
logloss,min,1.6773598,rbv2_rpart,41165
memory,min,0.0018208474,rbv2_rpart,41165
timepredict,min,2.7183068,rbv2_rpart,41165
timetrain,min,8.777811,rbv2_rpart,41165
acc,max,0.43096015,rbv2_rpart,41165
auc,max,0.8337308,rbv2_rpart,41165
bac,max,0.4456736,rbv2_rpart,41165
brier,max,1.114985,rbv2_rpart,41165
f1,max,0.03246385,rbv2_rpart,41165
logloss,max,13.074856,rbv2_rpart,41165
memory,max,7774.444,rbv2_rpart,41165
timepredict,max,11.976236,rbv2_rpart,41165
timetrain,max,107.5451,rbv2_rpart,41165
acc,min,0.057605818,rbv2_glmnet,554
auc,min,0.43680516,rbv2_glmnet,554
bac,min,0.043840166,rbv2_glmnet,554
brier,min,0.07504248,rbv2_glmnet,554
f1,min,0.0,rbv2_glmnet,554
logloss,min,0.14567958,rbv2_glmnet,554
memory,min,0.0,rbv2_glmnet,554
timepredict,min,0.8924085,rbv2_glmnet,554
timetrain,min,42.68053,rbv2_glmnet,554
acc,max,0.9812888,rbv2_glmnet,554
auc,max,0.9964358,rbv2_glmnet,554
bac,max,0.9793946,rbv2_glmnet,554
brier,max,0.95072967,rbv2_glmnet,554
f1,max,0.0029592812,rbv2_glmnet,554
logloss,max,2.9319892,rbv2_glmnet,554
memory,max,8.507868,rbv2_glmnet,554
timepredict,max,7.553128,rbv2_glmnet,554
timetrain,max,2098.1003,rbv2_glmnet,554
acc,min,0.05619941,rbv2_xgboost,40966
auc,min,0.36279547,rbv2_xgboost,40966
bac,min,0.07564363,rbv2_xgboost,40966
brier,min,0.027898785,rbv2_xgboost,40966
f1,min,-1.0000889e-12,rbv2_xgboost,40966
logloss,min,0.10607471,rbv2_xgboost,40966
memory,min,0.0,rbv2_xgboost,40966
timepredict,min,0.026936987,rbv2_xgboost,40966
timetrain,min,0.35210857,rbv2_xgboost,40966
acc,max,0.9894738,rbv2_xgboost,40966
auc,max,0.99613744,rbv2_xgboost,40966
bac,max,0.9798495,rbv2_xgboost,40966
brier,max,1.3046564,rbv2_xgboost,40966
f1,max,0.0073413854,rbv2_xgboost,40966
logloss,max,16.488016,rbv2_xgboost,40966
memory,max,548.1921,rbv2_xgboost,40966
timepredict,max,3.972548,rbv2_xgboost,40966
timetrain,max,2164.3015,rbv2_xgboost,40966
acc,min,0.92744684,rbv2_ranger,1111
auc,min,0.38069984,rbv2_ranger,1111
bac,min,0.2651091,rbv2_ranger,1111
brier,min,3.2908033e-06,rbv2_ranger,1111
f1,min,0.0,rbv2_ranger,1111
logloss,min,-1.5345643e-11,rbv2_ranger,1111
memory,min,0.0,rbv2_ranger,1111
timepredict,min,0.02400092,rbv2_ranger,1111
timetrain,min,0.119,rbv2_ranger,1111
acc,max,1.0,rbv2_ranger,1111
auc,max,1.0,rbv2_ranger,1111
bac,max,1.0,rbv2_ranger,1111
brier,max,0.046611458,rbv2_ranger,1111
f1,max,0.9966091,rbv2_ranger,1111
logloss,max,0.17896585,rbv2_ranger,1111
memory,max,5870.3535,rbv2_ranger,1111
timepredict,max,63.87254,rbv2_ranger,1111
timetrain,max,2497.4976,rbv2_ranger,1111
acc,min,0.25100458,rbv2_aknn,15
auc,min,0.35992414,rbv2_aknn,15
bac,min,0.41416866,rbv2_aknn,15
brier,min,0.010963154,rbv2_aknn,15
f1,min,0.0,rbv2_aknn,15
logloss,min,1.2431631e-06,rbv2_aknn,15
memory,min,48.13094,rbv2_aknn,15
timepredict,min,0.0384692,rbv2_aknn,15
timetrain,min,0.13033618,rbv2_aknn,15
acc,max,0.9902347,rbv2_aknn,15
auc,max,0.9985153,rbv2_aknn,15
bac,max,0.9892514,rbv2_aknn,15
brier,max,0.77974427,rbv2_aknn,15
f1,max,0.992587,rbv2_aknn,15
logloss,max,33.08319,rbv2_aknn,15
memory,max,450.69272,rbv2_aknn,15
timepredict,max,0.55757266,rbv2_aknn,15
timetrain,max,4.1686907,rbv2_aknn,15
acc,min,0.4090152,rbv2_glmnet,41146
auc,min,0.41583127,rbv2_glmnet,41146
bac,min,0.43817866,rbv2_glmnet,41146
brier,min,0.052093945,rbv2_glmnet,41146
f1,min,1.66893e-06,rbv2_glmnet,41146
logloss,min,0.16182676,rbv2_glmnet,41146
memory,min,275.09094,rbv2_glmnet,41146
timepredict,min,0.04340748,rbv2_glmnet,41146
timetrain,min,0.34609315,rbv2_glmnet,41146
acc,max,0.94954973,rbv2_glmnet,41146
auc,max,0.98625374,rbv2_glmnet,41146
bac,max,0.95371175,rbv2_glmnet,41146
brier,max,0.26566973,rbv2_glmnet,41146
f1,max,0.93407756,rbv2_glmnet,41146
logloss,max,0.83059716,rbv2_glmnet,41146
memory,max,553.74036,rbv2_glmnet,41146
timepredict,max,0.164198,rbv2_glmnet,41146
timetrain,max,5.6733894,rbv2_glmnet,41146
auc,min,0.464127,iaml_super,40981
f1,min,0.0,iaml_super,40981
ias,min,-6.258575e-11,iaml_super,40981
logloss,min,0.1342682,iaml_super,40981
mec,min,0.0,iaml_super,40981
mmce,min,0.118495114,iaml_super,40981
nf,min,0.0,iaml_super,40981
rammodel,min,0.051488,iaml_super,40981
rampredict,min,6.824562,iaml_super,40981
ramtrain,min,5.5,iaml_super,40981
timepredict,min,0.07699964,iaml_super,40981
timetrain,min,0.059,iaml_super,40981
auc,max,0.9463954,iaml_super,40981
f1,max,0.89733106,iaml_super,40981
ias,max,5.1883197,iaml_super,40981
logloss,max,4.4054337,iaml_super,40981
mec,max,6.3463607,iaml_super,40981
mmce,max,0.5971015,iaml_super,40981
nf,max,18.0,iaml_super,40981
rammodel,max,34.580845,iaml_super,40981
rampredict,max,16.523092,iaml_super,40981
ramtrain,max,44.996964,iaml_super,40981
timepredict,max,0.890123,iaml_super,40981
timetrain,max,152.17375,iaml_super,40981
acc,min,0.120242566,rbv2_xgboost,469
auc,min,0.28373566,rbv2_xgboost,469
bac,min,0.09721611,rbv2_xgboost,469
brier,min,0.66132283,rbv2_xgboost,469
f1,min,-1.0000889e-12,rbv2_xgboost,469
logloss,min,1.4285061,rbv2_xgboost,469
memory,min,0.0,rbv2_xgboost,469
timepredict,min,0.023725608,rbv2_xgboost,469
timetrain,min,0.32697174,rbv2_xgboost,469
acc,max,0.46491194,rbv2_xgboost,469
auc,max,0.8788854,rbv2_xgboost,469
bac,max,0.25175744,rbv2_xgboost,469
brier,max,1.233117,rbv2_xgboost,469
f1,max,0.002670752,rbv2_xgboost,469
logloss,max,8.824976,rbv2_xgboost,469
memory,max,495.0499,rbv2_xgboost,469
timepredict,max,1.1619241,rbv2_xgboost,469
timetrain,max,1980.328,rbv2_xgboost,469
acc,min,0.027242584,rbv2_aknn,11
auc,min,0.31014028,rbv2_aknn,11
bac,min,0.15385294,rbv2_aknn,11
brier,min,0.057483044,rbv2_aknn,11
f1,min,0.0,rbv2_aknn,11
logloss,min,0.13326557,rbv2_aknn,11
memory,min,93.83602,rbv2_aknn,11
timepredict,min,0.03491094,rbv2_aknn,11
timetrain,min,0.14134781,rbv2_aknn,11
acc,max,0.9841998,rbv2_aknn,11
auc,max,0.9966525,rbv2_aknn,11
bac,max,0.97117996,rbv2_aknn,11
brier,max,1.9506108,rbv2_aknn,11
f1,max,0.016748339,rbv2_aknn,11
logloss,max,33.546795,rbv2_aknn,11
memory,max,498.62943,rbv2_aknn,11
timepredict,max,0.78659934,rbv2_aknn,11
timetrain,max,9.776516,rbv2_aknn,11
acc,min,0.42102596,rbv2_rpart,41143
auc,min,0.43392453,rbv2_rpart,41143
bac,min,0.43967554,rbv2_rpart,41143
brier,min,0.1171551,rbv2_rpart,41143
f1,min,0.041748524,rbv2_rpart,41143
logloss,min,0.33133233,rbv2_rpart,41143
memory,min,217.02544,rbv2_rpart,41143
timepredict,min,0.04301766,rbv2_rpart,41143
timetrain,min,0.34353903,rbv2_rpart,41143
acc,max,0.86218214,rbv2_rpart,41143
auc,max,0.8973881,rbv2_rpart,41143
bac,max,0.90667695,rbv2_rpart,41143
brier,max,0.34775957,rbv2_rpart,41143
f1,max,0.8013718,rbv2_rpart,41143
logloss,max,3.3152394,rbv2_rpart,41143
memory,max,641.85095,rbv2_rpart,41143
timepredict,max,0.4949826,rbv2_rpart,41143
timetrain,max,3.8764534,rbv2_rpart,41143
acc,min,0.56499594,rbv2_ranger,44
auc,min,0.44646657,rbv2_ranger,44
bac,min,0.45250463,rbv2_ranger,44
brier,min,0.035601866,rbv2_ranger,44
f1,min,0.71160877,rbv2_ranger,44
logloss,min,0.14592867,rbv2_ranger,44
memory,min,3.8984296,rbv2_ranger,44
timepredict,min,0.035671484,rbv2_ranger,44
timetrain,min,0.19872814,rbv2_ranger,44
acc,max,0.96110654,rbv2_ranger,44
auc,max,0.9889417,rbv2_ranger,44
bac,max,0.95393187,rbv2_ranger,44
brier,max,0.25282535,rbv2_ranger,44
f1,max,0.9707688,rbv2_ranger,44
logloss,max,0.72628975,rbv2_ranger,44
memory,max,1133.1259,rbv2_ranger,44
timepredict,max,4.786559,rbv2_ranger,44
timetrain,max,374.12213,rbv2_ranger,44
acc,min,0.50123245,rbv2_rpart,4134
auc,min,0.3972168,rbv2_rpart,4134
bac,min,0.40634498,rbv2_rpart,4134
brier,min,0.15405299,rbv2_rpart,4134
f1,min,0.0,rbv2_rpart,4134
logloss,min,0.41118902,rbv2_rpart,4134
memory,min,647.1961,rbv2_rpart,4134
timepredict,min,0.24837492,rbv2_rpart,4134
timetrain,min,1.0248693,rbv2_rpart,4134
acc,max,0.83987725,rbv2_rpart,4134
auc,max,0.8511206,rbv2_rpart,4134
bac,max,0.82121843,rbv2_rpart,4134
brier,max,0.32607296,rbv2_rpart,4134
f1,max,0.74733007,rbv2_rpart,4134
logloss,max,3.3165545,rbv2_rpart,4134
memory,max,1434.4258,rbv2_rpart,4134
timepredict,max,2.1204557,rbv2_rpart,4134
timetrain,max,7.03678,rbv2_rpart,4134
acc,min,0.26568314,rbv2_glmnet,40498
auc,min,-3.2526065e-19,rbv2_glmnet,40498
bac,min,5.3125906e-18,rbv2_glmnet,40498
brier,min,0.55396295,rbv2_glmnet,40498
f1,min,0.0,rbv2_glmnet,40498
logloss,min,0.8990728,rbv2_glmnet,40498
memory,min,311.87753,rbv2_glmnet,40498
timepredict,min,0.04091587,rbv2_glmnet,40498
timetrain,min,0.54851675,rbv2_glmnet,40498
acc,max,0.6473774,rbv2_glmnet,40498
auc,max,0.80754805,rbv2_glmnet,40498
bac,max,0.398827,rbv2_glmnet,40498
brier,max,0.7578299,rbv2_glmnet,40498
f1,max,0.010032862,rbv2_glmnet,40498
logloss,max,2.1690805,rbv2_glmnet,40498
memory,max,738.51624,rbv2_glmnet,40498
timepredict,max,0.31852043,rbv2_glmnet,40498
timetrain,max,8.77313,rbv2_glmnet,40498
acc,min,0.41752326,rbv2_glmnet,41142
auc,min,0.38134885,rbv2_glmnet,41142
bac,min,0.36182457,rbv2_glmnet,41142
brier,min,0.16792887,rbv2_glmnet,41142
f1,min,0.00053322315,rbv2_glmnet,41142
logloss,min,0.46733963,rbv2_glmnet,41142
memory,min,0.5676167,rbv2_glmnet,41142
timepredict,min,0.24840093,rbv2_glmnet,41142
timetrain,min,2.8526871,rbv2_glmnet,41142
acc,max,0.7603639,rbv2_glmnet,41142
auc,max,0.9020679,rbv2_glmnet,41142
bac,max,0.7825233,rbv2_glmnet,41142
brier,max,0.31690532,rbv2_glmnet,41142
f1,max,0.76882356,rbv2_glmnet,41142
logloss,max,1.4448974,rbv2_glmnet,41142
memory,max,891.39746,rbv2_glmnet,41142
timepredict,max,1.4492862,rbv2_glmnet,41142
timetrain,max,373.82935,rbv2_glmnet,41142
acc,min,0.066762134,rbv2_rpart,14
auc,min,0.4576823,rbv2_rpart,14
bac,min,0.08485154,rbv2_rpart,14
brier,min,0.34326714,rbv2_rpart,14
f1,min,0.0,rbv2_rpart,14
logloss,min,1.1167489,rbv2_rpart,14
memory,min,249.6268,rbv2_rpart,14
timepredict,min,0.039198384,rbv2_rpart,14
timetrain,min,0.33006847,rbv2_rpart,14
acc,max,0.8183523,rbv2_rpart,14
auc,max,0.97872984,rbv2_rpart,14
bac,max,0.8536145,rbv2_rpart,14
brier,max,1.0496974,rbv2_rpart,14
f1,max,0.0011078119,rbv2_rpart,14
logloss,max,13.368749,rbv2_rpart,14
memory,max,532.312,rbv2_rpart,14
timepredict,max,0.14345928,rbv2_rpart,14
timetrain,max,2.6614063,rbv2_rpart,14
acc,min,0.03884364,rbv2_aknn,41216
auc,min,0.33284748,rbv2_aknn,41216
bac,min,0.077069074,rbv2_aknn,41216
brier,min,0.6592551,rbv2_aknn,41216
f1,min,0.0,rbv2_aknn,41216
logloss,min,0.6319745,rbv2_aknn,41216
memory,min,4.9107213,rbv2_aknn,41216
timepredict,min,0.068275526,rbv2_aknn,41216
timetrain,min,0.5349704,rbv2_aknn,41216
acc,max,0.48007804,rbv2_aknn,41216
auc,max,0.82958114,rbv2_aknn,41216
bac,max,0.25041562,rbv2_aknn,41216
brier,max,1.8905942,rbv2_aknn,41216
f1,max,0.007204145,rbv2_aknn,41216
logloss,max,33.693066,rbv2_aknn,41216
memory,max,795.53876,rbv2_aknn,41216
timepredict,max,4.328342,rbv2_aknn,41216
timetrain,max,102.791725,rbv2_aknn,41216
acc,min,0.88919747,rbv2_ranger,41138
auc,min,0.6424546,rbv2_ranger,41138
bac,min,0.30212608,rbv2_ranger,41138
brier,min,4.2356874e-06,rbv2_ranger,41138
f1,min,0.0,rbv2_ranger,41138
logloss,min,-1.5345643e-11,rbv2_ranger,41138
memory,min,0.0,rbv2_ranger,41138
timepredict,min,0.02400092,rbv2_ranger,41138
timetrain,min,0.119,rbv2_ranger,41138
acc,max,1.0,rbv2_ranger,41138
auc,max,1.0,rbv2_ranger,41138
bac,max,1.0,rbv2_ranger,41138
brier,max,0.039749287,rbv2_ranger,41138
f1,max,0.90432835,rbv2_ranger,41138
logloss,max,0.24294706,rbv2_ranger,41138
memory,max,4400.506,rbv2_ranger,41138
timepredict,max,58.783188,rbv2_ranger,41138
timetrain,max,2751.418,rbv2_ranger,41138
acc,min,0.5930016,rbv2_glmnet,15
auc,min,0.4404276,rbv2_glmnet,15
bac,min,0.45715362,rbv2_glmnet,15
brier,min,0.013534168,rbv2_glmnet,15
f1,min,0.76739275,rbv2_glmnet,15
logloss,min,0.06618887,rbv2_glmnet,15
memory,min,283.86096,rbv2_glmnet,15
timepredict,min,0.03561983,rbv2_glmnet,15
timetrain,min,0.49009088,rbv2_glmnet,15
acc,max,0.9899269,rbv2_glmnet,15
auc,max,0.99917066,rbv2_glmnet,15
bac,max,0.98319787,rbv2_glmnet,15
brier,max,0.22561711,rbv2_glmnet,15
f1,max,0.9852338,rbv2_glmnet,15
logloss,max,0.7001028,rbv2_glmnet,15
memory,max,392.833,rbv2_glmnet,15
timepredict,max,0.07518734,rbv2_glmnet,15
timetrain,max,3.6109145,rbv2_glmnet,15
acc,min,0.13568383,rbv2_svm,54
auc,min,0.4203391,rbv2_svm,54
bac,min,0.06847374,rbv2_svm,54
brier,min,0.15557206,rbv2_svm,54
f1,min,0.0,rbv2_svm,54
logloss,min,0.27173093,rbv2_svm,54
memory,min,1.8413725,rbv2_svm,54
timepredict,min,0.023889555,rbv2_svm,54
timetrain,min,0.18192995,rbv2_svm,54
acc,max,0.8825805,rbv2_svm,54
auc,max,0.98953044,rbv2_svm,54
bac,max,0.89699626,rbv2_svm,54
brier,max,0.8832395,rbv2_svm,54
f1,max,0.004030913,rbv2_svm,54
logloss,max,1.7102104,rbv2_svm,54
memory,max,383.73663,rbv2_svm,54
timepredict,max,0.32458252,rbv2_svm,54
timetrain,max,144.25964,rbv2_svm,54
acc,min,0.008350668,rbv2_aknn,1457
auc,min,0.2169721,rbv2_aknn,1457
bac,min,0.010799497,rbv2_aknn,1457
brier,min,0.7916608,rbv2_aknn,1457
f1,min,0.0,rbv2_aknn,1457
logloss,min,3.9808695,rbv2_aknn,1457
